,SUBID,AROID,Sj�-id,Medeldjup,Maxdjup,Omsättningstid,wrt
7805,40304,624213-146502,624236-146519,5.48,19.1,9.68,0.10330578512396695
7806,40317,625051-134060,625072-133939,2.47,3.3,0.0624,16.025641025641026
7807,40345,627298-150552,627291-150501,5.12,,2.16,0.4629629629629629
7808,40347,627368-150500,627390-150522,3.7,4.1,0.0262,38.167938931297705
7809,40373,629017-146504,628988-146512,6.28,,0.021,47.61904761904761
7810,40374,629069-146589,629077-146553,6.14,,0.025,40.0
7811,40382,629566-146746,629073-146486,3.84,4.1,0.433,2.3094688221709005
7812,40388,630064-147597,630020-147639,5.98,,0.0553,18.083182640144663
7813,40393,630480-144095,630447-143993,2.16,2.6,0.432,2.314814814814815
7814,40414,633610-154058,633640-154122,1.3,3.5,2.45,0.4081632653061224
7815,40417,633921-128504,633970-128454,5.64,,0.0294,34.013605442176875
7816,40419,634043-156909,634331-156907,1.45,4.0,0.75,1.3333333333333333
7817,40434,637192-143789,637106-143817,5.04,9.5,0.121,8.264462809917356
7818,40435,637201-139687,636974-139801,3.04,,0.0242,41.32231404958678
7819,40436,637292-143721,637266-143824,4.13,9.0,0.129,7.751937984496124
7820,40442,638082-152654,638018-152642,3.51,8.5,0.0898,11.135857461024498
7821,40443,638098-130994,638018-130993,7.04,29.0,1.79,0.5586592178770949
7822,40444,638195-143172,637788-143448,5.46,14.5,2.64,0.3787878787878788
7823,40446,638274-143372,638067-143444,3.43,6.2,1.1,0.9090909090909091
7824,40453,638712-136427,638105-136006,6.05,,0.0274,36.496350364963504
7825,40454,638734-152871,638908-153082,6.25,,0.192,5.208333333333333
7826,40455,638856-127982,638908-127974,3.79,12.5,0.934,1.070663811563169
7827,40465,639204-129022,639243-128795,10.8,23.0,0.382,2.6178010471204187
7828,40469,639292-143448,639242-143433,1.73,2.5,0.255,3.9215686274509802
7829,40475,639512-129882,639332-129882,9.27,22.0,2.52,0.3968253968253968
7830,40483,639977-132458,639781-132272,6.02,19.0,0.484,2.066115702479339
7831,40488,640130-131797,640086-131710,12.4,26.0,0.987,1.0131712259371835
7832,40493,640331-131228,640340-131137,11.2,26.7,1.01,0.9900990099009901
7833,40494,640345-131314,640340-131137,11.2,26.7,1.01,0.9900990099009901
7834,40499,640427-127619,640428-127568,1.83,5.0,0.651,1.5360983102918586
7835,40512,640852-129118,640760-128954,8.84,17.0,0.55,1.8181818181818181
7836,40514,640878-127721,640874-127742,5.14,,1.54,0.6493506493506493
7837,40525,641561-144907,641603-144848,6.07,21.0,3.97,0.2518891687657431
7838,40528,641735-144658,641808-144598,3.92,,1.47,0.6802721088435374
7839,40541,642830-148577,642842-148769,6.68,,0.32,3.125
7840,40555,643296-145661,644727-145497,15.6,53.0,5.05,0.19801980198019803
7841,40556,643353-148262,642936-148398,6.66,,0.258,3.875968992248062
7842,40570,643958-145157,643884-145191,5.34,,0.087,11.49425287356322
7843,40585,644752-155739,644687-155814,2.08,,2.01,0.49751243781094534
7844,40591,644958-127235,645239-127241,11.2,25.0,2.7,0.37037037037037035
7845,40592,644974-150763,644924-150910,3.87,,0.733,1.364256480218281
7846,40596,645114-136719,645008-136594,5.59,,0.0559,17.88908765652952
7847,40597,645159-151010,645217-151108,4.1,,0.144,6.944444444444445
7848,40601,645404-155415,645552-155432,1.95,,0.203,4.926108374384236
7849,40602,645438-147514,646044-147659,4.33,,0.482,2.074688796680498
7850,40610,645818-146821,645842-146812,5.56,,0.0814,12.285012285012286
7851,40626,646864-140698,646681-140779,1.42,2.7,0.537,1.8621973929236497
7852,40635,647653-137378,647667-137250,5.27,,0.808,1.2376237623762376
7853,40643,647997-148060,648094-148171,3.98,,0.00218,458.7155963302752
7854,40666,648534-141065,648941-140991,11.9,25.8,8.78,0.11389521640091117
7855,40706,650048-150956,649686-151617,11.6,22.8,0.305,3.278688524590164
7856,40707,650067-145874,650179-146102,5.56,,1.42,0.7042253521126761
7857,40714,650621-149864,649686-151617,11.6,22.8,0.305,3.278688524590164
7858,40721,650931-126952,650886-126836,4.97,7.5,0.0699,14.306151645207438
7859,40728,651092-148218,651198-148522,5.86,,0.122,8.19672131147541
7860,40739,651597-143552,651558-143620,3.49,9.5,1.12,0.8928571428571428
7861,40753,652359-141332,652267-141365,5.26,,0.0839,11.918951132300357
7862,40756,652633-155408,652364-156455,3.88,11.0,0.195,5.128205128205128
7863,40757,652639-130028,653041-130112,5.93,,1.23,0.8130081300813008
7864,40758,652671-145557,652750-145367,7.33,11.0,0.402,2.487562189054726
7865,40764,653180-152671,652978-152834,3.03,6.5,0.545,1.8348623853211008
7866,40770,653472-157636,653145-157697,1.88,3.3,0.142,7.042253521126761
7867,40771,653473-155159,652364-156455,3.88,11.0,0.195,5.128205128205128
7868,40772,653523-162047,653600-162119,4.06,7.6,5.25,0.19047619047619047
7869,40781,653914-162096,653690-162187,2.82,8.6,0.328,3.048780487804878
7870,40785,654149-156628,654317-156886,3.98,,0.372,2.6881720430107525
7871,40787,654187-160052,654221-160125,3.84,9.0,2.26,0.4424778761061947
7872,40792,654430-160131,654491-160230,4.24,5.1,1.66,0.6024096385542169
7873,40794,654490-149454,654543-149599,5.87,,0.191,5.2356020942408374
7874,40798,654575-162652,654533-162652,5.06,,3.73,0.2680965147453083
7875,40799,654628-130568,654326-130479,11.8,38.0,3.88,0.2577319587628866
7876,40812,655199-153276,655032-153167,4.0,,0.154,6.4935064935064934
7877,40816,655324-159160,655224-159182,5.69,18.8,2.55,0.3921568627450981
7878,40817,655345-128163,655284-127984,20.4,52.0,0.723,1.3831258644536653
7879,40818,655347-158856,655147-158951,6.38,13.0,2.21,0.45248868778280543
7880,40823,655438-159185,655469-159188,4.01,7.3,1.56,0.641025641025641
7881,40826,655528-152820,655185-152932,3.98,,0.0411,24.330900243309003
7882,40829,655595-158813,655587-158869,5.12,11.2,8.01,0.12484394506866417
7883,40840,655865-161998,655856-161949,2.17,2.5,0.767,1.303780964797914
7884,40841,655871-155452,655889-155303,5.19,,1.83,0.5464480874316939
7885,40842,655919-155249,655814-155310,3.83,,1.29,0.7751937984496123
7886,40844,656000-162735,656047-162784,5.76,11.8,1.15,0.8695652173913044
7887,40846,656038-162026,655930-162013,3.17,5.4,3.3,0.30303030303030304
7888,40850,656167-162639,656258-162683,4.88,8.2,0.858,1.1655011655011656
7889,40851,656253-163262,656380-163314,3.63,8.1,0.501,1.996007984031936
7890,40856,656397-164122,656434-164030,2.2,2.7,0.134,7.462686567164178
7891,40862,656498-164335,656419-164404,9.36,20.6,1.79,0.5586592178770949
7892,40864,656532-127090,656537-127081,5.12,,0.0178,56.17977528089888
7893,40869,656574-163019,656519-162958,1.35,1.7,0.656,1.524390243902439
7894,40872,656648-164228,656590-164240,3.96,7.7,0.954,1.0482180293501049
7895,40875,656692-161974,656939-161809,10.5,30.0,0.718,1.392757660167131
7896,40876,656693-127936,656545-128061,6.04,16.0,0.757,1.321003963011889
7897,40877,656765-149908,657240-152792,5.89,18.0,3.66,0.27322404371584696
7898,40884,656878-159687,656880-159745,5.18,,0.965,1.0362694300518136
7899,40885,656918-163408,656793-163709,8.08,15.2,0.72,1.3888888888888888
7900,40886,656930-159882,656946-159871,4.69,6.6,3.26,0.3067484662576687
7901,40887,656933-164027,656949-164064,13.3,,0.0718,13.927576601671309
7902,40891,657047-161811,657170-161793,9.03,24.0,0.37,2.7027027027027026
7903,40897,657115-152264,657240-152792,5.89,18.0,3.66,0.27322404371584696
7904,40899,657186-154704,657169-154123,2.11,3.1,0.0728,13.736263736263735
7905,40902,657232-163785,656984-164254,6.01,13.0,0.0649,15.408320493066256
7906,40903,657288-148171,657240-152792,5.89,18.0,3.66,0.27322404371584696
7907,40907,657325-147381,657240-152792,5.89,18.0,3.66,0.27322404371584696
7908,40908,657334-163283,657143-163427,7.68,13.6,2.67,0.37453183520599254
7909,40910,657338-163534,657393-163395,3.87,5.0,1.95,0.5128205128205129
7910,40919,657511-163374,657635-163354,2.71,5.5,0.135,7.4074074074074066
7911,40921,657555-163580,657508-163631,2.69,4.7,0.307,3.257328990228013
7912,40926,657665-153452,657796-153552,5.6,,0.0145,68.9655172413793
7913,40928,657672-163505,657679-163386,4.86,7.6,3.56,0.2808988764044944
7914,40929,657679-163326,657715-163326,1.12,2.0,0.0565,17.699115044247787
7915,40939,657983-145037,657963-145005,2.58,7.8,3.07,0.32573289902280134
7916,40947,658225-131080,657873-130962,13.0,,3.86,0.2590673575129534
7917,40954,658422-161701,658296-161766,1.84,2.3,0.034,29.41176470588235
7918,40966,658582-136852,658511-136853,5.22,,2.85,0.3508771929824561
7919,40971,658693-160843,658080-162871,12.9,66.0,2.77,0.36101083032490977
7920,40975,658787-130818,658795-130868,4.06,13.0,1.13,0.8849557522123894
7921,40979,659014-147521,658942-147869,5.02,16.0,0.106,9.433962264150944
7922,40981,659044-160864,658080-162871,12.9,66.0,2.77,0.36101083032490977
7923,40983,659071-163938,659049-163944,5.05,,3.68,0.2717391304347826
7924,40989,659229-151821,658080-162871,12.9,66.0,2.77,0.36101083032490977
7925,40991,659296-141429,658726-141614,7.39,,0.346,2.8901734104046244
7926,40992,659309-140148,659146-140234,2.86,8.2,0.481,2.079002079002079
7927,40993,659312-162466,659285-162419,5.56,7.3,1.35,0.7407407407407407
7928,40994,659325-140922,659232-141092,6.65,,0.0194,51.54639175257732
7929,40996,659384-128332,658397-127781,0.242,,0.279,3.584229390681003
7930,41006,659595-162316,659607-162388,3.05,9.1,0.565,1.7699115044247788
7931,41008,659621-162998,659479-163100,3.65,4.7,1.45,0.6896551724137931
7932,41019,659897-162101,659728-161988,4.4,,0.539,1.8552875695732838
7933,41023,659980-130007,660054-130123,10.0,36.5,2.57,0.38910505836575876
7934,41029,660080-139575,660020-139555,5.13,,0.795,1.2578616352201257
7935,41030,660193-130187,660179-130200,4.56,22.0,0.21,4.761904761904762
7936,41032,660282-164275,660179-164313,6.27,11.1,2.96,0.33783783783783783
7937,41041,660833-145305,660520-145622,9.19,20.0,0.526,1.9011406844106462
7938,41055,661570-144567,661575-144666,4.61,,0.0156,64.1025641025641
7939,41061,661837-144818,661791-144725,8.32,20.0,4.37,0.22883295194508008
7940,41068,662155-128071,662129-128091,5.25,,0.00346,289.01734104046244
7941,41079,663131-145573,663163-145643,9.74,28.0,2.94,0.3401360544217687
7942,41083,663271-132032,663270-131825,12.0,19.0,0.218,4.587155963302752
7943,41085,663310-161770,663515-161824,2.27,3.0,0.357,2.801120448179272
7944,41091,663511-131852,663270-131825,12.0,19.0,0.218,4.587155963302752
7945,41096,663689-161862,663630-161810,4.81,11.5,1.17,0.8547008547008548
7946,41100,663782-542758,663998-149830,2.43,6.0,0.365,2.73972602739726
7947,41101,663785-149249,663430-149281,6.68,15.9,0.171,5.847953216374268
7948,41103,663876-165406,664060-165948,9.34,20.0,12.1,0.08264462809917356
7949,41115,664223-149171,664016-149207,7.23,19.8,0.155,6.451612903225807
7950,41116,664230-165470,664223-165415,2.3,3.0,1.07,0.9345794392523364
7951,41119,664253-152520,664652-152497,5.66,,0.151,6.622516556291391
7952,41123,664303-165936,664273-165811,3.81,,2.15,0.46511627906976744
7953,41125,664325-165369,664374-165149,3.3,6.4,0.521,1.9193857965451055
7954,41130,664424-142376,664227-142214,5.55,,0.0348,28.73563218390805
7955,41147,664899-153956,664910-153960,2.06,2.0,0.156,6.410256410256411
7956,41150,665363-165139,665448-165331,2.26,,0.00614,162.86644951140067
7957,41151,665566-164775,665665-164955,5.65,,0.0231,43.29004329004329
7958,41167,666705-143969,666963-143948,5.47,,0.161,6.211180124223603
7959,41168,666847-166200,667043-166194,5.23,,0.758,1.3192612137203166
7960,41178,667228-146623,667326-146685,13.9,30.0,0.0204,49.01960784313725
7961,41180,667238-161392,667536-161420,3.06,4.0,0.298,3.3557046979865772
7962,41183,667309-149322,666990-149238,4.07,,0.198,5.05050505050505
7963,41185,667336-138615,667307-138723,17.3,28.0,2.32,0.4310344827586207
7964,41188,667465-161221,667135-161090,1.48,1.6,0.121,8.264462809917356
7965,41195,667613-146753,667086-146907,7.31,,0.0869,11.507479861910241
7966,41197,667659-134317,667493-134373,10.9,35.0,1.28,0.78125
7967,41198,667701-138268,667307-138723,17.3,28.0,2.32,0.4310344827586207
7968,41204,668080-147658,668015-147753,4.02,,0.12,8.333333333333334
7969,41206,668401-147402,668445-147527,4.17,,0.0436,22.93577981651376
7970,41208,668464-147615,668657-147604,4.17,,0.0551,18.148820326678766
7971,41209,668533-145879,668359-145636,5.97,,0.242,4.132231404958678
7972,41215,668732-153315,668668-153333,5.13,,1.39,0.7194244604316548
7973,41218,668977-152220,668876-152219,3.86,,0.502,1.9920318725099602
7974,41220,669167-143323,668940-143512,5.75,,2.38,0.42016806722689076
7975,41221,669619-145886,669390-145700,4.1,,0.0963,10.384215991692628
7976,41222,669675-144017,669389-144127,5.93,,0.355,2.8169014084507045
7977,41223,669698-622551,669823-157758,5.14,,1.24,0.8064516129032259
7978,41227,670413-151323,670412-151283,5.54,,0.00644,155.27950310559004
7979,41238,671441-140285,671342-140497,5.01,,0.0806,12.406947890818858
7980,41239,671481-145620,671429-145622,5.22,,0.065,15.384615384615383
7981,41241,671696-138368,671301-138338,14.3,,1.87,0.53475935828877
7982,41243,671781-156492,671893-156484,2.36,,0.288,3.4722222222222223
7983,41244,671783-130955,671160-131010,4.3,,0.101,9.900990099009901
7984,41249,672153-149573,671900-149562,6.27,,0.0149,67.11409395973155
7985,41254,672848-143965,672582-144107,6.67,,0.668,1.497005988023952
7986,41255,672893-142484,672666-142452,13.9,,2.84,0.35211267605633806
7987,41256,672928-603301,673066-155903,5.23,,0.447,2.237136465324385
7988,41258,673134-156004,673168-155898,5.3,,0.409,2.444987775061125
7989,41261,673341-601089,672883-155647,4.6,10.0,2.13,0.4694835680751174
7990,41264,673520-156030,673592-156167,5.19,,0.293,3.4129692832764507
7991,41265,673533-153397,673534-153381,2.4,5.8,0.963,1.0384215991692627
7992,41267,673620-136881,673599-136948,6.91,,0.0456,21.929824561403507
7993,41272,673816-156196,673981-156335,6.63,,0.114,8.771929824561402
7994,41274,673880-137002,673723-137139,6.89,,0.326,3.067484662576687
7995,41276,674189-157833,674391-157870,2.47,,0.138,7.246376811594202
7996,41278,674692-140908,674605-140908,8.22,,0.00503,198.80715705765408
7997,41286,675711-146648,675721-146613,7.0,,0.00959,104.27528675703859
7998,41289,675791-146660,675750-146630,6.49,,0.0599,16.69449081803005
7999,41301,676855-139621,676565-139450,4.43,,0.0352,28.409090909090907
8000,41303,677085-149939,677005-149911,6.62,,0.00752,132.97872340425533
8001,41304,677125-151398,677054-151451,5.46,14.4,0.338,2.9585798816568047
8002,41312,677488-134672,677289-134748,4.9,,0.143,6.993006993006993
8003,41314,677680-155675,677548-155629,3.5,10.0,1.49,0.6711409395973155
8004,41327,678558-156056,678552-156082,5.34,,0.142,7.042253521126761
8005,41328,678571-156126,678598-156155,5.34,,0.283,3.53356890459364
8006,41330,678608-155886,678617-155971,3.93,,0.706,1.41643059490085
8007,41332,678679-563375,678863-151937,5.45,,0.272,3.676470588235294
8008,41337,678984-151500,678873-151408,3.76,12.0,3.37,0.29673590504451036
8009,41341,679205-153995,679200-154106,4.32,,0.11,9.090909090909092
8010,41343,679553-152224,679536-152280,1.41,3.0,0.0694,14.40922190201729
8011,41349,679980-150835,680187-150795,5.69,12.0,0.136,7.352941176470588
8012,41354,680618-136422,680805-136345,3.4,3.0,0.041,24.390243902439025
8013,41355,680707-136028,680267-135829,2.98,9.0,0.273,3.663003663003663
8014,41360,681025-153446,680926-153196,5.48,16.3,0.00585,170.94017094017093
8015,41365,681473-153365,681274-153278,3.58,11.8,0.00182,549.4505494505495
8016,41369,681820-156848,681729-156879,4.22,,0.0528,18.93939393939394
8017,41370,681894-156735,681833-156822,5.92,,0.184,5.434782608695652
8018,41374,682371-146287,682289-146343,3.02,8.3,0.07,14.285714285714285
8019,41385,683625-143210,683530-143292,4.56,,0.228,4.385964912280701
8020,41387,683682-143541,683617-143612,3.63,9.4,0.654,1.529051987767584
8021,41388,683937-156495,683893-156523,6.5,,0.00287,348.4320557491289
8022,41389,683985-143047,683905-143218,5.06,13.8,0.567,1.7636684303350971
8023,41392,684193-148377,684201-148390,4.47,,0.0309,32.362459546925564
8024,41397,684411-136129,684125-136414,10.2,,0.0436,22.93577981651376
8025,41398,684433-146389,684258-146559,5.49,16.3,0.486,2.05761316872428
8026,41405,684662-156102,684491-156140,6.76,,0.0368,27.17391304347826
8027,41408,684698-146443,684444-146493,5.46,,0.0475,21.05263157894737
8028,41411,684722-145607,684636-145656,5.33,,0.167,5.988023952095808
8029,41413,684961-135004,684779-135346,9.92,,0.0206,48.543689320388346
8030,41414,685037-144304,685084-144450,5.49,,0.136,7.352941176470588
8031,41418,685343-134817,685317-134968,8.2,,0.00723,138.31258644536652
8032,41420,686348-154766,684961-155569,55.6,53.0,5.77,0.1733102253032929
8033,41423,686514-152468,686466-152492,2.22,5.5,0.0606,16.5016501650165
8034,41427,687587-145794,687440-145857,4.29,,0.203,4.926108374384236
8035,41431,687862-145647,687662-145823,5.86,,1.67,0.5988023952095809
8036,41436,688024-148169,687927-148249,9.07,,0.304,3.2894736842105265
8037,41440,688157-144969,688126-145266,5.35,,0.00544,183.8235294117647
8038,41441,688203-148053,688200-148090,5.67,,0.0921,10.857763300760043
8039,41442,688232-148516,688204-148561,3.28,7.5,0.0565,17.699115044247787
8040,41443,688313-148573,688266-148525,3.97,14.1,0.388,2.5773195876288657
8041,41444,688326-148022,688245-148050,5.66,,0.226,4.424778761061947
8042,41446,688728-154479,688821-154481,2.32,5.0,0.00537,186.219739292365
8043,41447,688794-154261,688822-154427,3.52,9.0,0.0162,61.7283950617284
8044,41450,688838-154513,688860-154541,3.69,9.0,0.00182,549.4505494505495
8045,41452,688901-154165,688900-154239,5.29,15.0,0.039,25.641025641025642
8046,41453,689075-154335,688880-154287,2.3,5.0,0.0136,73.52941176470588
8047,41457,689396-132234,689364-132229,5.55,,0.059,16.949152542372882
8048,41464,689977-146583,689989-146645,4.48,,0.0245,40.816326530612244
8049,41465,690064-139884,689873-139871,10.3,19.0,0.0151,66.2251655629139
8050,41467,690234-129559,687533-129311,30.5,,8.18,0.12224938875305624
8051,41469,690314-134339,690143-134303,12.8,,0.359,2.785515320334262
8052,41472,690600-139802,690463-139762,9.21,,0.00234,427.3504273504273
8053,41475,690976-134770,691261-134753,6.6,,0.0824,12.135922330097086
8054,41477,691127-148398,691164-148342,5.19,,0.284,3.5211267605633805
8055,41482,691217-146339,691955-146362,9.63,36.0,0.143,6.993006993006993
8056,41485,691292-134668,691233-134698,6.45,,0.0849,11.778563015312132
8057,41488,691785-133847,691806-133696,6.81,,0.172,5.813953488372094
8058,41489,691797-133653,691793-133641,6.81,,0.0645,15.503875968992247
8059,41490,692071-133433,691918-133653,13.5,,0.386,2.5906735751295336
8060,41503,694507-146403,694578-146484,5.22,17.0,0.815,1.2269938650306749
8061,41505,694994-146330,695173-146298,7.28,18.0,2.53,0.3952569169960475
8062,41507,695939-146259,696005-146210,5.66,17.0,0.859,1.1641443538998837
8063,41508,696136-151013,696280-151202,6.42,,0.00915,109.2896174863388
8064,41510,696169-152087,696168-152233,4.73,,0.00293,341.29692832764505
8065,41511,696375-152000,696293-152184,6.43,,0.0389,25.706940874035993
8066,41512,696495-151485,696350-151740,4.73,,0.00678,147.49262536873158
8067,41514,696787-135148,696813-135172,7.82,,0.0295,33.898305084745765
8068,41521,697539-152286,697488-152176,4.33,,0.01,100.0
8069,41526,697795-152184,697652-152156,5.68,16.5,0.0454,22.026431718061673
8070,41528,698087-154976,698190-154702,4.4,,0.0481,20.79002079002079
8071,41530,698428-152059,698390-152062,5.71,,0.00535,186.9158878504673
8072,41531,698515-152074,698456-152055,2.66,6.5,0.0104,96.15384615384616
8073,41534,699001-151654,699043-151730,1.47,3.0,0.014,71.42857142857143
8074,41536,699580-133913,699608-134093,6.39,,0.0669,14.947683109118087
8075,41537,699632-134151,699589-134170,6.43,,0.066,15.15151515151515
8076,41538,700348-137644,700256-137642,5.82,,0.94,1.0638297872340425
8077,41555,703014-135422,703184-135396,12.9,,1.75,0.5714285714285714
8078,41558,703188-135340,703239-135339,5.1,,1.03,0.970873786407767
8079,41559,703190-135387,703239-135339,0.543,,0.423,2.3640661938534278
8080,41562,703701-142839,703526-143308,4.72,,0.442,2.262443438914027
8081,41563,703871-150727,703640-150699,6.05,,0.758,1.3192612137203166
8082,41571,704953-152850,705069-152765,3.17,10.1,0.415,2.4096385542168677
8083,41574,705669-144597,705421-144628,13.7,42.0,0.0696,14.367816091954024
8084,41583,706915-150367,707006-150359,3.9,,0.0115,86.95652173913044
8085,41584,706967-150647,706931-150729,5.3,,0.011,90.90909090909092
8086,41585,706993-134299,706716-135167,19.7,56.5,0.999,1.001001001001001
8087,41587,707021-150451,706984-150512,3.9,,0.0114,87.71929824561403
8088,41589,707174-134304,707074-134346,6.68,,0.267,3.745318352059925
8089,41594,707423-172639,707304-172660,3.18,,0.644,1.5527950310559007
8090,41598,707614-133811,707470-133875,13.2,,0.165,6.0606060606060606
8091,41600,707722-133963,707677-133829,13.1,,0.228,4.385964912280701
8092,41601,707925-149957,707712-150166,5.49,,1.36,0.7352941176470588
8093,41605,708272-139620,708151-139592,13.5,,0.207,4.830917874396135
8094,41607,708371-139400,708344-139555,7.59,,0.0418,23.923444976076556
8095,41609,708770-152819,708943-152737,1.71,5.3,0.104,9.615384615384615
8096,41610,708815-169093,708863-169167,6.24,18.0,2.65,0.37735849056603776
8097,41615,709020-152943,709146-152693,3.07,9.8,0.454,2.202643171806167
8098,41620,709629-152902,709682-152820,3.82,,0.0299,33.44481605351171
8099,41622,709791-152724,709435-152775,3.96,13.9,0.0219,45.662100456621005
8100,41623,709797-136790,709864-136781,6.47,,0.0773,12.9366106080207
8101,41628,709985-143201,709984-143147,5.31,,0.0671,14.903129657228016
8102,41630,710087-147945,708032-149042,20.5,,0.617,1.6207455429497568
8103,41631,710108-139253,710093-139269,5.52,,0.00323,309.59752321981426
8104,41635,710334-142730,710353-142696,5.64,,0.0216,46.29629629629629
8105,41638,710835-166898,710866-166880,5.12,,0.657,1.5220700152207
8106,41669,713597-172337,713404-172465,1.64,3.7,0.167,5.988023952095808
8107,41672,713914-167429,713328-167544,3.51,9.5,1.09,0.9174311926605504
8108,41675,714650-146621,714373-146800,13.0,,0.206,4.8543689320388355
8109,41678,714662-147073,714459-147382,11.3,,1.15,0.8695652173913044
8110,41680,714844-147299,714814-147283,5.1,,0.942,1.0615711252653928
8111,41683,715065-146273,714907-146368,13.0,,0.0723,13.831258644536652
8112,41689,715744-145267,715671-145356,12.8,,0.378,2.6455026455026456
8113,41691,715765-165558,715904-165727,5.71,,0.709,1.4104372355430184
8114,41696,715947-177045,715967-176895,4.02,,2.01,0.49751243781094534
8115,41698,716065-165228,715909-165501,5.66,,0.686,1.4577259475218658
8116,41699,716342-144829,716390-144978,5.23,,0.383,2.6109660574412534
8117,41701,716369-164777,716339-164733,3.81,,0.537,1.8621973929236497
8118,41703,716432-176856,716533-176823,5.24,,0.904,1.1061946902654867
8119,41704,716473-144998,716437-145053,5.23,,0.163,6.134969325153374
8120,41706,716512-147850,716480-147891,5.34,,0.0209,47.84688995215311
8121,41708,716626-147623,716573-147823,5.34,,0.0703,14.22475106685633
8122,41711,716753-144075,716752-144078,2.64,,0.0409,24.449877750611247
8123,41712,716757-170684,716804-170878,4.49,,0.086,11.627906976744187
8124,41713,716758-144014,716779-144026,5.14,,0.0793,12.610340479192939
8125,41718,717715-144660,717598-144857,8.39,27.0,0.205,4.878048780487805
8126,41719,717935-144429,717848-144579,11.2,,0.173,5.780346820809249
8127,41727,718503-163530,718577-163440,4.22,,0.241,4.149377593360996
8128,41730,718632-143280,718626-143450,5.24,,0.408,2.450980392156863
8129,41733,718820-142996,718844-142808,12.1,,0.853,1.1723329425556859
8130,41735,718919-143542,718849-143649,11.9,,2.48,0.40322580645161293
8131,41737,718929-163804,718901-163841,5.29,,0.183,5.46448087431694
8132,41742,718991-173313,719100-173625,3.61,,0.00161,621.1180124223602
8133,41749,719412-170428,719309-170506,5.7,,0.297,3.367003367003367
8134,41750,719491-163601,719420-163988,5.97,,0.282,3.546099290780142
8135,41757,720122-143217,720244-143325,5.32,,0.117,8.547008547008547
8136,41758,720155-143465,720081-143652,11.2,,0.445,2.247191011235955
8137,41764,720649-147162,720720-147393,11.1,,1.1,0.9090909090909091
8138,41765,720670-157459,720632-157545,4.48,,0.528,1.8939393939393938
8139,41771,720896-142555,720896-142491,5.17,,0.0936,10.683760683760683
8140,41775,721602-170760,721456-170693,3.96,,0.472,2.1186440677966103
8141,41776,722007-170556,722044-170336,6.05,,2.47,0.4048582995951417
8142,41788,723218-159906,723071-160057,4.05,,0.0816,12.254901960784313
8143,41798,724651-176232,724574-176318,3.32,,0.402,2.487562189054726
8144,41799,724829-176237,724701-176312,3.99,,1.33,0.7518796992481203
8145,41802,727060-176310,726964-176347,3.85,,0.0239,41.84100418410041
8146,41821,728416-150216,727825-150614,24.9,67.0,3.19,0.31347962382445144
8147,41833,729088-179371,729044-179337,3.25,,0.709,1.4104372355430184
8148,41836,729244-161379,728786-160751,8.82,21.0,0.46,2.1739130434782608
8149,41839,729493-179649,729627-179684,5.61,,0.303,3.3003300330033003
8150,41841,729654-168102,729676-168183,5.28,,0.00899,111.23470522803115
8151,41843,729736-174516,729645-174549,7.59,16.0,0.0634,15.772870662460567
8152,41846,729919-174451,729804-174498,2.99,5.5,0.0409,24.449877750611247
8153,41852,731121-168043,731123-167995,5.13,,0.847,1.1806375442739079
8154,41865,732302-178317,732219-178308,3.32,,0.193,5.181347150259067
8155,41870,732991-185241,733071-185245,3.29,,0.67,1.4925373134328357
8156,41877,733137-146260,733118-146258,5.1,,0.508,1.968503937007874
8157,41878,733137-177030,732901-177370,3.42,,0.144,6.944444444444445
8158,41880,733249-164968,733286-165249,12.5,,0.0121,82.64462809917356
8159,41887,733779-156446,733605-156675,5.44,,0.701,1.4265335235378032
8160,41892,734216-157049,734257-157000,5.4,,0.00446,224.21524663677127
8161,41899,734563-156483,734333-156570,11.8,,0.583,1.7152658662092626
8162,41902,734932-162304,734827-162282,5.45,,0.109,9.174311926605505
8163,41903,734954-162102,734923-162177,5.44,,0.109,9.174311926605505
8164,41904,734980-156174,734750-156470,11.7,,0.329,3.03951367781155
8165,41910,735350-162215,735062-162550,21.0,,1.05,0.9523809523809523
8166,41918,737923-171327,737964-171432,5.54,,0.0393,25.44529262086514
8167,41920,739917-169140,739874-168945,5.68,,2.67,0.37453183520599254
8168,41923,740296-168995,740141-169085,5.58,,4.55,0.21978021978021978
8169,41926,740580-184330,740531-184287,5.28,,1.67,0.5988023952095809
8170,41928,740827-167205,740841-167391,3.99,,0.152,6.578947368421053
8171,41930,741607-162887,741783-163273,8.31,26.0,1.2,0.8333333333333334
8172,41937,741981-164892,741824-164928,5.66,,0.0662,15.105740181268883
8173,41938,742019-164706,741879-164795,3.55,10.0,0.0864,11.574074074074073
8174,41939,742301-159247,742164-160561,31.2,79.6,0.714,1.400560224089636
8175,41942,742558-176877,742495-176959,3.35,,0.0402,24.875621890547265
8176,41947,742969-176699,742871-176773,3.32,,0.1,10.0
8177,41949,743324-175947,743121-176292,5.37,,0.54,1.8518518518518516
8178,41953,744850-155120,744859-155196,12.7,,0.23,4.3478260869565215
8179,41954,745118-165881,745171-165904,6.5,,0.191,5.2356020942408374
8180,41966,745379-160323,745358-160369,5.91,,0.123,8.130081300813009
8181,41970,746661-170664,746557-170948,4.02,,0.151,6.622516556291391
8182,41974,749332-157929,749361-158077,5.52,,0.0657,15.220700152207003
