,SUBID,AROID,Sj�-id,Medeldjup,Maxdjup,Omsättningstid,wrt
705,3411,642268-138744,642253-138558,7.7,19.3,1.06,0.9433962264150942
706,3420,642296-169015,642301-169021,5.23,,3.9,0.25641025641025644
707,3424,642307-136628,642164-136633,2.62,4.0,0.0487,20.53388090349076
708,3430,642336-145508,642566-145602,3.08,,0.983,1.017293997965412
709,3434,642395-137023,642676-137266,4.55,12.5,0.379,2.638522427440633
710,3435,642402-148598,642122-148744,10.9,31.5,3.63,0.27548209366391185
711,3440,642422-155257,642257-155368,6.34,11.3,9.26,0.1079913606911447
712,3456,642523-143335,642740-143390,4.54,15.6,2.94,0.3401360544217687
713,3458,642531-151655,642489-151724,11.8,40.0,8.31,0.12033694344163658
714,3463,642581-133613,642612-133643,3.46,8.0,0.222,4.504504504504505
715,3467,642600-143650,642387-143714,8.38,25.0,1.71,0.5847953216374269
716,3471,642632-132944,642436-132816,7.97,20.5,1.28,0.78125
717,3476,642704-134302,642734-134336,3.32,12.0,1.55,0.6451612903225806
718,3477,642709-151310,642804-151188,6.17,,5.8,0.1724137931034483
719,3494,642805-151781,642228-152058,6.85,,3.97,0.2518891687657431
720,3499,642839-153281,642736-153465,6.25,,0.345,2.8985507246376816
721,3501,642854-152432,643025-152451,3.9,12.0,1.59,0.6289308176100629
722,3510,642905-150082,644635-149350,14.3,62.0,2.31,0.4329004329004329
723,3514,642930-142793,642557-142623,14.5,35.8,6.01,0.1663893510815308
724,3520,642968-134468,643221-134459,5.12,,1.64,0.6097560975609756
725,3523,642986-153888,642836-154016,5.9,,12.1,0.08264462809917356
726,3532,643038-149101,643280-149096,6.79,,0.243,4.11522633744856
727,3534,643046-129284,643013-129183,3.89,13.0,1.51,0.6622516556291391
728,3536,643059-153404,642933-153630,8.66,28.0,7.79,0.12836970474967907
729,3538,643078-132934,643134-132942,4.73,14.5,2.36,0.42372881355932207
730,3540,643080-144812,643125-144824,3.55,6.1,0.0558,17.921146953405017
731,3541,643091-143417,643108-143427,6.33,13.0,0.728,1.3736263736263736
732,3542,643100-142165,642633-142169,7.43,20.0,1.62,0.6172839506172839
733,3544,643125-145330,643167-145299,3.14,7.0,2.48,0.40322580645161293
734,3547,643155-148029,643152-148088,4.3,,0.179,5.58659217877095
735,3558,643189-148460,643210-148394,3.7,,6.82,0.14662756598240467
736,3559,643191-152379,643216-152492,6.18,,0.533,1.8761726078799248
737,3560,643195-138012,643143-138037,3.67,10.7,0.115,8.695652173913043
738,3576,643297-150947,643246-150602,13.2,41.0,5.28,0.1893939393939394
739,3583,643360-143894,643401-143852,4.93,10.2,8.73,0.1145475372279496
740,3595,643425-132568,643591-132677,1.34,2.5,0.119,8.403361344537815
741,3608,643469-129804,643293-130062,5.54,,0.0214,46.728971962616825
742,3618,643540-151550,643518-151688,6.03,,2.86,0.3496503496503497
743,3620,643554-125075,643573-125133,3.7,12.5,2.08,0.4807692307692307
744,3623,643562-125177,643571-125199,3.47,6.0,0.862,1.160092807424594
745,3629,643594-153970,643564-153999,5.98,,5.51,0.18148820326678766
746,3636,643621-143773,643342-143728,4.0,,1.52,0.6578947368421053
747,3640,643645-149821,643422-149878,6.14,,13.4,0.07462686567164178
748,3646,643699-139883,643716-139886,1.69,,1.14,0.8771929824561404
749,3663,643776-145047,643760-145073,5.39,9.0,10.7,0.09345794392523366
750,3667,643844-151117,643639-151263,6.0,,3.86,0.2590673575129534
751,3671,643864-130023,643801-130140,6.0,24.0,2.26,0.4424778761061947
752,3674,643886-152515,643902-152539,6.12,,1.26,0.7936507936507936
753,3694,644028-149865,644108-149779,6.15,,4.21,0.23752969121140144
754,3696,644036-143850,643881-143779,3.78,,5.19,0.19267822736030826
755,3708,644114-153971,644096-154024,7.98,,2.42,0.4132231404958678
756,3711,644125-153384,644247-153430,6.1,,7.73,0.129366106080207
757,3715,644146-152629,644070-152863,6.16,,0.78,1.282051282051282
758,3718,644191-151821,644235-151811,6.02,,2.97,0.33670033670033667
759,3719,644194-139923,644044-140063,2.41,,0.926,1.079913606911447
760,3732,644316-154353,644188-154523,3.8,,1.14,0.8771929824561404
761,3740,644403-154792,644313-154971,2.27,,0.653,1.5313935681470137
762,3741,644410-152705,644338-152744,6.45,,0.139,7.194244604316546
763,3757,644605-151820,644603-151829,5.2,,0.224,4.464285714285714
764,3759,644609-146486,644729-146427,4.25,,0.779,1.2836970474967908
765,3760,644610-150972,644653-150957,9.49,,4.8,0.20833333333333334
766,3762,644625-148419,644635-148471,4.3,,3.85,0.2597402597402597
767,3781,644793-150174,644751-149865,7.64,23.0,6.37,0.15698587127158556
768,3794,644868-144763,645076-144753,3.21,,1.03,0.970873786407767
769,3803,644916-152063,644892-152055,6.39,,0.146,6.849315068493151
770,3805,644948-150529,645048-150492,13.1,41.5,10.2,0.09803921568627452
771,3807,644950-152430,644987-152393,5.94,,8.15,0.12269938650306748
772,3809,644967-151025,645012-151049,3.93,,0.197,5.0761421319796955
773,3812,644981-144279,645178-144286,4.1,8.8,0.221,4.524886877828054
774,3817,645011-143376,645193-143189,3.17,13.0,0.434,2.3041474654377883
775,3820,645037-151249,645048-151228,3.92,,0.089,11.235955056179776
776,3828,645103-150810,645234-150763,5.19,,4.91,0.20366598778004072
777,3834,645140-152295,645203-152265,3.77,,1.3,0.7692307692307692
778,3836,645157-143904,645239-143843,1.65,2.6,0.146,6.849315068493151
779,3842,645168-150501,645286-150551,8.08,,1.5,0.6666666666666666
780,3843,645177-153521,645068-153393,6.45,,0.675,1.4814814814814814
781,3848,645200-151507,645164-151557,4.12,,0.103,9.708737864077671
782,3852,645212-146069,645222-146072,2.68,,0.336,2.976190476190476
783,3861,645246-152033,645212-152033,3.93,,0.283,3.53356890459364
784,3862,645250-153220,645258-153273,6.4,,1.31,0.7633587786259541
785,3872,645282-148795,645406-149164,8.5,27.5,0.356,2.808988764044944
786,3873,645292-144476,645571-144517,4.73,9.0,0.125,8.0
787,3875,645294-150886,645253-150918,3.95,,0.256,3.90625
788,3879,645308-148046,645870-147850,6.06,10.8,0.875,1.1428571428571428
789,3882,645340-128975,645390-129014,3.33,10.0,0.754,1.3262599469496021
790,3883,645340-152367,645491-152387,5.89,,7.6,0.13157894736842105
791,3887,645401-155683,645330-155839,1.81,,0.64,1.5625
792,3898,645483-152812,645262-153042,6.29,,1.43,0.6993006993006994
793,3917,645628-144512,645607-144530,3.64,,0.0258,38.75968992248062
794,3922,645661-126162,645627-126202,1.31,2.5,0.186,5.376344086021505
795,3924,645675-152000,645620-152029,3.84,,0.363,2.7548209366391188
796,3928,645771-146632,645764-146647,2.58,,1.96,0.5102040816326531
797,3941,645859-149009,645830-149160,3.86,6.0,0.0192,52.083333333333336
798,3944,645868-151143,646220-150860,6.53,,1.43,0.6993006993006994
799,3945,645879-150830,645838-151000,12.8,38.0,4.63,0.2159827213822894
800,3963,646047-151876,646005-151934,11.0,33.0,6.23,0.16051364365971107
801,3966,646072-146608,646063-146749,2.47,3.8,0.353,2.8328611898017
802,3982,646188-127520,646146-127403,5.29,20.0,1.08,0.9259259259259258
803,3983,646192-126138,646387-126157,4.57,9.0,0.439,2.277904328018223
804,3984,646196-154208,646235-154192,7.34,12.4,0.179,5.58659217877095
805,4016,646423-151928,646192-152156,6.17,,1.27,0.7874015748031495
806,4021,646459-127294,646448-127280,6.32,,0.309,3.236245954692557
807,4024,646489-152603,646455-152679,5.97,,2.24,0.4464285714285714
808,4039,646655-128490,647072-128452,12.1,32.7,4.1,0.24390243902439027
809,4054,646723-130122,646802-129905,1.53,1.2,0.186,5.376344086021505
810,4061,646779-150830,646953-150510,6.32,,1.84,0.5434782608695652
811,4062,646788-149844,646891-149744,6.17,18.0,0.0777,12.87001287001287
812,4080,646902-151972,646947-151878,7.52,17.4,2.52,0.3968253968253968
813,4091,646964-153179,647059-153348,6.1,,2.57,0.38910505836575876
814,4094,646979-145975,646934-146008,1.98,,0.38,2.6315789473684212
815,4115,647189-153817,647218-153768,6.49,14.0,0.349,2.865329512893983
816,4116,647198-150292,647213-150153,6.38,,1.72,0.5813953488372093
817,4128,647326-144365,647411-144338,0.858,1.9,0.825,1.2121212121212122
818,4203,647728-127801,647697-127861,3.61,13.0,1.86,0.5376344086021505
819,4211,647756-151289,647789-151024,2.18,,0.485,2.061855670103093
820,4214,647780-131177,647666-129906,28.9,,9.56,0.10460251046025104
821,4216,647784-137276,647762-137280,3.52,10.0,0.124,8.064516129032258
822,4219,647803-137590,647841-137343,2.01,,0.263,3.8022813688212924
823,4243,647944-137345,647843-137307,6.06,18.5,1.26,0.7936507936507936
824,4250,647983-152010,648135-151957,2.43,,0.123,8.130081300813009
825,4255,648003-137551,647967-137388,1.91,,0.31,3.2258064516129035
826,4266,648105-137505,648138-137420,6.35,20.0,1.19,0.8403361344537815
827,4270,648144-152225,648122-152371,2.17,,0.047,21.27659574468085
828,4279,648241-137726,648280-137518,7.53,22.8,2.51,0.39840637450199207
829,4284,648287-131590,647666-129906,28.9,,9.56,0.10460251046025104
830,4306,648499-129107,648998-129201,2.99,6.0,0.0449,22.271714922048996
831,4313,648549-154876,648964-155063,5.39,,0.0474,21.09704641350211
832,4314,648550-123722,648526-123678,3.54,,0.226,4.424778761061947
833,4328,648623-128673,648665-128770,4.87,16.0,0.37,2.7027027027027026
834,4338,648719-126923,648919-127056,4.42,9.5,0.695,1.4388489208633095
835,4351,648813-141720,648677-141864,6.04,18.9,8.4,0.11904761904761904
836,4356,648838-137798,649177-137968,3.53,8.0,0.477,2.0964360587002098
837,4397,649005-127561,649092-127664,4.87,14.0,0.102,9.803921568627452
838,4411,649064-152324,649154-152417,3.94,6.2,1.83,0.5464480874316939
839,4418,649086-126554,649160-126453,4.41,3.0,0.0398,25.125628140703515
840,4429,649161-128229,649524-128381,5.14,10.0,0.228,4.385964912280701
841,4449,649248-126223,649250-126206,4.22,18.0,0.00425,235.2941176470588
842,4457,649309-142252,649169-142433,4.19,9.0,0.23,4.3478260869565215
843,4461,649327-127533,649255-127344,3.21,7.0,0.0377,26.525198938992045
844,4484,649474-124585,649479-124590,10.1,22.0,0.7,1.4285714285714286
845,4485,649488-127988,649362-127769,9.18,29.0,1.04,0.9615384615384615
846,4494,649540-137841,649519-137757,2.84,6.1,5.59,0.17889087656529518
847,4501,649594-150339,649596-150415,7.57,15.0,0.253,3.952569169960474
848,4511,649668-128329,649626-128407,3.94,,0.296,3.3783783783783785
849,4530,649838-125866,649438-125880,18.2,40.5,0.285,3.5087719298245617
850,4543,649960-146133,649957-146309,5.57,,0.356,2.808988764044944
851,4556,650050-127187,650222-127192,3.65,6.5,0.923,1.0834236186348862
852,4575,650165-128432,650058-128307,13.2,28.0,1.32,0.7575757575757576
853,4600,650249-146608,649880-146829,5.6,,0.68,1.4705882352941175
854,4608,650282-142271,650593-142305,5.81,,1.82,0.5494505494505494
855,4616,650319-134233,647666-129906,28.9,,9.56,0.10460251046025104
856,4630,650360-145474,650255-145610,5.51,,1.08,0.9259259259259258
857,4638,650390-136327,647666-129906,28.9,,9.56,0.10460251046025104
858,4645,650414-139156,650398-139136,2.75,4.2,4.96,0.20161290322580647
859,4647,650419-134679,647666-129906,28.9,,9.56,0.10460251046025104
860,4660,650477-155387,650486-155390,3.18,4.1,1.09,0.9174311926605504
861,4694,650590-152505,650581-152471,24.2,47.0,41.9,0.02386634844868735
862,4710,650652-127235,650802-127141,5.69,10.5,0.484,2.066115702479339
863,4720,650716-146748,650733-147019,3.95,,0.028,35.714285714285715
864,4721,650722-128598,650889-128513,8.18,19.0,1.28,0.78125
865,4725,650730-151652,650571-151826,11.6,35.3,2.6,0.3846153846153846
866,4730,650750-152283,650646-152150,9.89,28.0,3.31,0.3021148036253776
867,4751,650834-153143,650829-153147,3.88,,0.456,2.1929824561403506
868,4776,650899-129679,650859-129838,7.79,23.2,0.307,3.257328990228013
869,4800,650982-151319,650874-151419,7.61,26.5,2.67,0.37453183520599254
870,4801,650987-149754,650983-149768,3.39,9.5,0.0186,53.763440860215056
871,4813,651031-154682,651083-154599,5.61,,2.47,0.4048582995951417
872,4816,651040-152011,650833-152024,7.6,13.5,0.246,4.065040650406504
873,4831,651092-153553,651102-153566,6.78,17.7,4.38,0.22831050228310504
874,4840,651124-153661,651118-153663,3.58,7.5,3.82,0.2617801047120419
875,4843,651127-153587,651136-153591,2.55,3.9,0.162,6.172839506172839
876,4851,651146-127552,650993-127726,5.72,11.0,0.545,1.8348623853211008
877,4868,651204-128906,651295-128781,6.06,26.0,1.68,0.5952380952380952
878,4869,651204-140916,651024-140938,5.82,,1.91,0.5235602094240838
879,4874,651217-153587,651243-153593,5.12,9.0,0.675,1.4814814814814814
880,4878,651225-149569,651218-149561,5.79,,3.93,0.2544529262086514
881,4883,651234-150519,650972-150710,6.13,,1.66,0.6024096385542169
882,4903,651275-142866,651099-142774,9.65,31.0,2.76,0.3623188405797102
883,4911,651294-141373,651117-141366,5.77,18.0,1.25,0.8
884,4917,651318-141764,651145-141625,6.48,,0.0804,12.437810945273633
885,4936,651352-138239,647666-129906,28.9,,9.56,0.10460251046025104
886,4986,651506-149859,651623-149896,5.41,22.5,5.55,0.1801801801801802
887,4987,651508-154223,651495-154243,4.14,,0.117,8.547008547008547
888,4989,651514-143868,651636-143978,2.44,,0.444,2.2522522522522523
889,4993,651520-152404,651305-152118,5.35,20.0,1.31,0.7633587786259541
890,5008,651576-153341,651584-153346,5.31,,0.202,4.9504950495049505
891,5009,651580-130121,651327-130176,2.9,5.5,0.67,1.4925373134328357
892,5017,651602-151201,651558-151026,5.49,,4.63,0.2159827213822894
893,5035,651653-157898,651423-158019,5.56,,5.48,0.18248175182481752
894,5036,651654-146645,651434-146412,6.9,19.5,2.57,0.38910505836575876
895,5041,651671-141446,651667-141412,4.04,9.9,1.98,0.5050505050505051
896,5048,651691-150025,651413-150133,6.74,,0.204,4.901960784313726
897,5049,651696-132758,647666-129906,28.9,,9.56,0.10460251046025104
898,5061,651731-149433,651973-149250,4.7,17.5,2.27,0.44052863436123346
899,5076,651794-129621,651519-129667,6.43,20.0,0.186,5.376344086021505
900,5081,651812-147743,651693-147941,5.9,,2.8,0.35714285714285715
901,5082,651815-141289,651774-141276,3.49,8.6,0.197,5.0761421319796955
902,5090,651840-153354,651862-153431,7.47,,0.847,1.1806375442739079
903,5092,651858-130719,651686-130685,1.38,1.8,0.021,47.61904761904761
904,5104,651924-144672,649029-145550,39.8,120.0,63.5,0.015748031496062992
905,5106,651926-126336,651960-126392,4.88,23.0,1.27,0.7874015748031495
906,5108,651932-129393,651741-129436,8.63,26.0,0.649,1.5408320493066254
907,5113,651945-146512,652098-146418,5.46,,2.98,0.33557046979865773
908,5115,651948-143301,651974-143155,5.95,,0.627,1.594896331738437
909,5123,651975-158951,651945-159069,5.41,,1.52,0.6578947368421053
910,5126,651982-153727,651974-153903,2.3,4.1,1.12,0.8928571428571428
911,5130,652001-130253,652090-130335,13.4,28.0,3.84,0.2604166666666667
912,5133,652008-150080,652275-149708,5.98,,2.27,0.44052863436123346
913,5135,652016-143910,651899-143910,8.14,27.0,1.61,0.6211180124223602
914,5136,652021-141169,652034-141171,4.27,,0.454,2.202643171806167
915,5141,652034-141332,651997-141331,3.31,,0.0459,21.78649237472767
916,5149,652058-148813,651941-148821,5.45,,1.67,0.5988023952095809
917,5151,652064-130492,651834-130678,3.87,9.0,0.578,1.7301038062283738
918,5171,652140-152402,652048-152610,5.11,16.0,2.7,0.37037037037037035
919,5174,652146-126018,652227-125864,4.49,,0.00869,115.07479861910242
920,5188,652193-141446,652193-141448,5.08,,2.09,0.47846889952153115
921,5196,652240-155296,652666-155161,11.6,,0.357,2.801120448179272
922,5205,652265-139245,647666-129906,28.9,,9.56,0.10460251046025104
923,5206,652265-150078,652198-150034,6.57,15.2,7.73,0.129366106080207
924,5211,652283-147968,652516-147927,5.7,,0.123,8.130081300813009
925,5213,652295-141490,652291-141486,3.16,,0.319,3.134796238244514
926,5216,652305-126267,652585-126249,4.33,,0.0178,56.17977528089888
927,5221,652316-159090,652177-159038,3.91,,0.922,1.0845986984815619
928,5230,652344-141446,652338-141451,3.07,,2.75,0.36363636363636365
929,5240,652371-146371,652485-146319,5.33,14.0,0.767,1.303780964797914
930,5242,652373-149557,652338-149456,6.65,,0.126,7.936507936507937
931,5248,652394-153054,652439-153389,6.99,24.0,5.36,0.18656716417910446
932,5249,652397-158631,651593-158749,5.79,,1.83,0.5464480874316939
933,5252,652409-148685,652301-148820,5.38,,6.97,0.14347202295552366
934,5256,652430-143251,652729-143310,3.3,11.5,0.765,1.3071895424836601
935,5264,652467-145300,649029-145550,39.8,120.0,63.5,0.015748031496062992
936,5265,652467-152023,652768-151989,4.11,8.2,0.561,1.7825311942959
937,5310,652586-130776,652208-130911,6.66,,0.0542,18.45018450184502
938,5314,652592-152935,652527-152999,2.5,3.9,1.51,0.6622516556291391
939,5322,652604-148479,652633-148480,5.53,,13.5,0.07407407407407407
940,5324,652610-130488,652570-130530,5.53,,0.00331,302.11480362537765
941,5347,652658-130279,652711-130383,7.23,,0.00857,116.68611435239207
942,5349,652665-157505,652651-157512,4.3,,0.0426,23.474178403755868
943,5350,652670-129372,652638-129125,6.69,40.7,1.22,0.819672131147541
944,5357,652682-143629,652550-143790,5.8,,3.59,0.2785515320334262
945,5385,652753-143059,652739-143009,3.27,10.0,3.15,0.31746031746031744
946,5387,652759-158988,652707-159032,5.53,,5.07,0.1972386587771203
947,5388,652760-144905,649029-145550,39.8,120.0,63.5,0.015748031496062992
948,5392,652768-151442,652840-151589,5.52,,1.51,0.6622516556291391
949,5395,652771-151900,652839-151898,2.51,3.3,0.0573,17.452006980802793
950,5427,652833-155283,652860-155329,3.64,,14.5,0.06896551724137931
951,5429,652836-125040,652816-125218,8.15,26.0,1.82,0.5494505494505494
952,5433,652838-124794,652689-124892,15.2,39.0,3.35,0.29850746268656714
953,5444,652854-146884,652556-147032,7.17,,1.08,0.9259259259259258
954,5453,652889-129805,652822-129972,8.19,22.5,0.326,3.067484662576687
955,5454,652890-159165,652903-159277,5.59,,3.37,0.29673590504451036
956,5458,652906-126409,652556-126311,12.7,25.4,0.776,1.2886597938144329
957,5466,652925-152880,652908-152969,2.14,2.7,0.136,7.352941176470588
958,5473,652951-153179,652780-153279,3.88,6.7,0.452,2.2123893805309733
959,5482,652982-154436,653034-154584,9.46,19.7,1.22,0.819672131147541
960,5485,652998-143025,652974-142927,5.54,,1.75,0.5714285714285714
961,5488,653001-149961,653067-150100,4.77,11.4,0.921,1.0857763300760044
962,5504,653042-151686,653154-151628,3.96,,0.153,6.5359477124183005
963,5507,653048-130432,652950-130404,3.87,,0.876,1.1415525114155252
964,5523,653084-152533,653015-152780,5.37,10.5,3.62,0.27624309392265195
965,5527,653101-156735,653202-157022,5.62,,1.24,0.8064516129032259
966,5530,653107-143643,653049-143462,6.01,18.0,3.91,0.2557544757033248
967,5539,653125-148494,653008-148798,6.08,,0.846,1.1820330969267139
968,5541,653128-129619,653090-129507,6.77,23.5,2.23,0.4484304932735426
969,5552,653174-156280,653193-156015,8.1,14.7,0.427,2.34192037470726
970,5557,653186-142687,653386-142797,1.67,2.5,0.376,2.6595744680851063
971,5564,653202-151849,653232-151501,5.67,,0.274,3.64963503649635
972,5568,653220-145660,653341-145606,4.32,,0.221,4.524886877828054
973,5603,653372-158519,653007-158387,4.14,,0.138,7.246376811594202
974,5605,653389-149347,653225-149416,4.06,12.0,0.989,1.0111223458038423
975,5611,653408-131061,652611-131035,9.18,,2.44,0.4098360655737705
976,5615,653413-144714,653417-144637,5.93,,0.768,1.3020833333333333
977,5617,653419-159202,653435-159205,3.79,,1.04,0.9615384615384615
978,5621,653435-128749,653581-128782,3.99,,0.441,2.2675736961451247
979,5624,653440-130515,653164-130559,6.37,19.2,2.38,0.42016806722689076
980,5628,653446-127210,653480-127241,3.77,,1.38,0.7246376811594204
981,5633,653474-143283,653517-143239,6.28,13.0,1.81,0.5524861878453039
982,5640,653494-156990,653344-157228,5.72,,1.23,0.8130081300813008
983,5643,653506-146209,653448-146164,4.09,,0.996,1.0040160642570282
984,5647,653510-130015,653088-130343,19.6,42.0,0.0809,12.360939431396787
985,5651,653530-153225,653486-153324,3.82,6.6,0.00978,102.24948875255623
986,5654,653537-131300,653365-131293,9.63,16.0,7.76,0.1288659793814433
987,5657,653553-153632,653475-153875,3.7,10.2,2.59,0.3861003861003861
988,5663,653573-129108,653964-129266,8.86,22.5,0.867,1.1534025374855825
989,5672,653621-152677,653651-152831,6.12,15.0,0.0372,26.881720430107528
990,5682,653661-147026,653265-147385,3.13,12.2,0.989,1.0111223458038423
991,5684,653666-149707,653528-149876,5.56,,1.01,0.9900990099009901
992,5687,653671-126655,653837-126678,3.03,10.0,1.42,0.7042253521126761
993,5692,653690-158240,653531-158389,11.4,27.0,9.64,0.10373443983402489
994,5694,653694-128693,653592-128711,3.87,,0.483,2.070393374741201
995,5697,653709-159308,653703-159331,8.81,20.8,0.896,1.1160714285714286
996,5700,653721-130700,653440-130654,21.4,70.0,13.1,0.07633587786259542
997,5704,653754-129526,653760-129435,3.94,,0.541,1.8484288354898335
998,5716,653787-151579,653847-151668,2.95,6.9,0.0355,28.169014084507044
999,5721,653805-127124,653765-127159,8.12,23.0,0.694,1.4409221902017293
1000,5722,653805-158376,653865-158390,3.32,,1.34,0.7462686567164178
1001,5728,653816-142636,653948-142889,2.33,,0.314,3.1847133757961785
1002,5737,653844-147630,653899-147535,1.79,3.0,3.84,0.2604166666666667
1003,5747,653877-152544,653790-152445,3.82,8.0,0.0201,49.75124378109453
1004,5749,653879-154692,653719-154547,4.79,8.5,0.111,9.00900900900901
1005,5777,653963-127497,653920-127499,3.8,,2.2,0.45454545454545453
1006,5782,653975-158228,653928-158187,5.92,10.0,0.575,1.7391304347826089
1007,5793,654001-130468,654136-130494,6.17,18.0,1.08,0.9259259259259258
1008,5807,654037-161686,654145-161816,4.12,6.8,4.92,0.2032520325203252
1009,5810,654049-152129,653853-152255,4.01,6.7,0.0142,70.4225352112676
1010,5813,654054-140286,654174-140266,29.1,77.0,1.99,0.5025125628140703
1011,5814,654054-153831,654016-153982,5.59,,0.758,1.3192612137203166
1012,5815,654056-155262,654180-155314,5.76,,2.73,0.3663003663003663
1013,5833,654115-154608,653994-154475,5.89,,0.0903,11.074197120708748
1014,5836,654134-151890,654089-151933,3.11,8.0,0.00179,558.659217877095
1015,5856,654188-149876,654163-150060,5.48,,3.96,0.25252525252525254
1016,5857,654190-158270,654153-158337,3.67,6.9,1.34,0.7462686567164178
1017,5862,654198-154171,654188-154289,5.88,,0.123,8.130081300813009
1018,5870,654218-128307,654227-128319,3.74,,2.57,0.38910505836575876
1019,5875,654265-150626,654131-150926,5.5,,2.87,0.3484320557491289
1020,5879,654288-128722,654007-128871,13.0,40.5,1.1,0.9090909090909091
1021,5882,654298-153382,654216-153542,3.87,,0.531,1.8832391713747645
1022,5904,654397-137146,647666-129906,28.9,,9.56,0.10460251046025104
1023,5906,654407-153926,654342-154060,2.28,4.0,0.0244,40.983606557377044
1024,5907,654408-162009,654353-162104,7.81,15.8,0.764,1.3089005235602094
1025,5911,654419-151935,654403-151922,5.59,,2.89,0.3460207612456747
1026,5926,654487-123421,654455-123369,4.52,13.0,0.0671,14.903129657228016
1027,5941,654534-129777,654031-129719,15.7,46.0,0.19,5.2631578947368425
1028,5943,654539-148964,654348-149083,3.2,5.2,0.0386,25.906735751295336
1029,5953,654582-159349,654804-159298,11.0,26.0,6.23,0.16051364365971107
1030,5958,654601-152596,654534-152691,4.49,,0.387,2.5839793281653747
1031,5961,654613-146963,654470-147048,4.1,,0.0404,24.752475247524753
1032,5979,654676-157416,654615-157469,5.53,,16.6,0.06024096385542168
1033,5980,654679-128775,654493-128700,13.6,28.0,2.26,0.4424778761061947
1034,5983,654689-151040,654601-151038,4.38,12.3,0.321,3.115264797507788
1035,5993,654727-131123,654626-131224,10.5,33.0,1.67,0.5988023952095809
1036,6008,654781-158500,654832-158701,3.29,5.6,0.189,5.291005291005291
1037,6016,654796-154424,654804-154334,4.07,,0.0807,12.391573729863694
1038,6020,654807-144470,654719-144724,1.98,1.8,0.301,3.3222591362126246
1039,6026,654816-158953,654847-158874,3.86,6.5,7.53,0.13280212483399734
1040,6047,654882-129472,654781-129551,7.24,,0.00713,140.25245441795232
1041,6056,654913-129123,655218-129201,6.16,18.0,0.634,1.5772870662460567
1042,6060,654921-153894,654607-154086,4.7,,0.57,1.7543859649122808
1043,6072,654939-130781,654689-130806,12.0,38.0,1.37,0.7299270072992701
1044,6074,654943-127249,655057-127267,6.37,12.0,0.0937,10.672358591248665
1045,6086,654982-127995,655152-128027,7.1,21.0,1.12,0.8928571428571428
1046,6089,654989-124049,654865-123868,10.4,21.0,3.61,0.2770083102493075
1047,6103,655049-140072,647666-129906,28.9,,9.56,0.10460251046025104
1048,6109,655064-129580,655031-129559,3.83,,0.873,1.145475372279496
1049,6117,655079-154444,654989-154505,9.06,18.5,0.561,1.7825311942959
1050,6120,655096-127086,655139-127176,6.07,16.5,0.165,6.0606060606060606
1051,6128,655117-151195,655202-151318,2.5,,2.02,0.49504950495049505
1052,6130,655121-155061,655063-155044,5.69,,3.49,0.28653295128939826
1053,6131,655137-152687,655136-152767,3.9,,0.229,4.366812227074235
1054,6145,655167-132360,647666-129906,28.9,,9.56,0.10460251046025104
1055,6148,655175-131335,655114-131353,3.8,,1.99,0.5025125628140703
1056,6167,655214-158597,655187-158633,14.4,36.4,4.01,0.24937655860349128
1057,6191,655290-130402,655143-130307,3.48,9.0,0.795,1.2578616352201257
1058,6196,655312-127718,655180-127629,8.19,18.0,1.11,0.9009009009009008
1059,6198,655313-161830,655284-161919,9.25,19.5,9.81,0.1019367991845056
1060,6200,655318-156767,655224-156845,5.88,,0.291,3.436426116838488
1061,6206,655351-124102,655235-123914,6.52,15.0,2.08,0.4807692307692307
1062,6208,655354-156430,655309-156555,5.56,,4.25,0.23529411764705882
1063,6212,655381-130737,655344-130765,12.0,35.0,4.98,0.2008032128514056
1064,6214,655386-141596,655371-141603,6.53,,0.00339,294.98525073746316
1065,6216,655394-132268,647666-129906,28.9,,9.56,0.10460251046025104
1066,6220,655404-144420,655588-144442,1.01,1.7,0.512,1.953125
1067,6223,655416-132836,647666-129906,28.9,,9.56,0.10460251046025104
1068,6224,655419-133159,647666-129906,28.9,,9.56,0.10460251046025104
1069,6225,655421-153790,655160-154038,5.63,,0.816,1.2254901960784315
1070,6230,655424-155648,655401-155660,4.15,,0.0997,10.030090270812437
1071,6234,655442-128992,655352-128992,8.11,17.0,0.191,5.2356020942408374
1072,6238,655456-156279,655452-156288,3.82,,0.822,1.2165450121654502
1073,6241,655468-153935,655450-153939,3.82,,0.211,4.739336492890995
1074,6245,655499-139654,655799-139743,2.22,,1.04,0.9615384615384615
1075,6247,655513-129918,655536-129959,13.5,31.0,8.44,0.11848341232227488
1076,6248,655515-153391,655483-153459,4.8,8.3,0.612,1.6339869281045751
1077,6258,655540-158532,655532-158538,5.26,9.0,0.776,1.2886597938144329
1078,6260,655557-127880,655381-128011,10.2,27.0,1.54,0.6493506493506493
1079,6272,655610-158637,655593-158645,3.73,,3.89,0.2570694087403599
1080,6273,655612-156576,655463-156797,5.87,,0.797,1.2547051442910915
1081,6275,655625-157634,655601-157855,5.54,,4.4,0.22727272727272727
1082,6277,655647-152357,655639-152362,3.74,,1.29,0.7751937984496123
1083,6279,655658-129682,654966-129733,13.8,39.0,1.95,0.5128205128205129
1084,6281,655670-156175,655655-156177,3.78,,1.86,0.5376344086021505
1085,6283,655685-159979,655606-159965,3.96,,0.141,7.092198581560284
1086,6285,655693-155945,655707-155934,3.73,,2.46,0.4065040650406504
